StockID,Actual_Slope_Angle,Predicted_Slope_Angle,Actual_Duration,Predicted_Duration
APN.JO,-88.11524,89.339035,5.0,5.0264506
BTI.JO,-89.836174,89.40716,5.0,5.0063286
BVT.JO,87.71693,-77.513466,5.0,5.110094
CLS.JO,-89.51423,88.49063,5.0,5.028953
CPI.JO,89.85155,-89.736984,5.0,4.986375
DSY.JO,-89.39226,87.84311,5.0,5.100445
EXX.JO,-89.66307,-81.52728,5.0,5.048063
FSR.JO,-87.09065,-75.53015,5.0,5.1396294
GFI.JO,89.73059,89.15806,5.0,5.1923375
GLN.JO,-88.77328,85.202805,5.0,5.048127
GRT.JO,-80.02926,-54.38796,5.0,5.667686
HAR.JO,89.762474,85.121666,5.0,5.2008634
IMP.JO,89.80508,81.71735,5.0,5.216487
INL.JO,88.50245,54.156685,5.0,5.1426654
INP.JO,88.62826,80.61022,5.0,5.333743
KIO.JO,89.92175,-77.5584,5.0,5.037654
MNP.JO,89.78644,82.706024,5.0,4.871383
MRP.JO,-89.21879,-89.28999,5.0,5.0003633
MTN.JO,-89.664696,-89.2,5.0,5.0106335
NED.JO,88.75261,-88.827835,5.0,5.044598
NPN.JO,89.77135,89.92162,5.0,5.0116906
NRP.JO,88.60954,82.70069,5.0,5.0398297
REM.JO,-79.69139,86.20795,5.0,5.1829395
RLO.JO,-88.86438,86.21691,5.0,5.1771393
SBK.JO,-89.55932,-83.83653,5.0,5.0781603
SHP.JO,-89.6954,87.05646,5.0,5.1189666
SLM.JO,-87.37065,84.35417,5.0,5.0776014
SOL.JO,89.76272,-89.16681,5.0,5.054562
VOD.JO,-89.4692,88.63131,5.0,5.0908937
ABG.JO,-89.34033,-62.117863,5.0,5.0888805
AGL.JO,89.92302,88.09042,5.0,5.038374
AMS.JO,89.975426,89.69827,5.0,4.9668555
APN.JO,-88.11524,89.339035,5.0,5.0264506
BTI.JO,-89.836174,89.40716,5.0,5.0063286
BVT.JO,87.71693,-77.513466,5.0,5.110094
CLS.JO,-89.51423,88.49063,5.0,5.028953
CPI.JO,89.85155,-89.736984,5.0,4.986375
DSY.JO,-89.39226,87.84311,5.0,5.100445
EXX.JO,-89.66307,-81.52728,5.0,5.048063
FSR.JO,-87.09065,-75.53015,5.0,5.1396294
GFI.JO,89.73059,89.15806,5.0,5.1923375
GLN.JO,-88.77328,85.202805,5.0,5.048127
GRT.JO,-80.02926,-54.38796,5.0,5.667686
HAR.JO,89.762474,85.121666,5.0,5.2008634
IMP.JO,89.80508,81.71735,5.0,5.216487
INL.JO,88.50245,54.156685,5.0,5.1426654
INP.JO,88.62826,80.61022,5.0,5.333743
KIO.JO,89.92175,-77.5584,5.0,5.037654
MNP.JO,89.78644,82.706024,5.0,4.871383
MRP.JO,-89.21879,-89.28999,5.0,5.0003633
MTN.JO,-89.664696,-89.2,5.0,5.0106335
NED.JO,88.75261,-88.827835,5.0,5.044598
NPN.JO,89.77135,89.92162,5.0,5.0116906
NRP.JO,88.60954,82.70069,5.0,5.0398297
REM.JO,-79.69139,86.20795,5.0,5.1829395
RLO.JO,-88.86438,86.21691,5.0,5.1771393
SBK.JO,-89.55932,-83.83653,5.0,5.0781603
SHP.JO,-89.6954,87.05646,5.0,5.1189666
SLM.JO,-87.37065,84.35417,5.0,5.0776014
SOL.JO,89.76272,-89.16681,5.0,5.054562
VOD.JO,-89.4692,88.63131,5.0,5.0908937
ABG.JO,-89.34033,-62.117863,5.0,5.0888805
AGL.JO,89.92302,88.09042,5.0,5.038374
AMS.JO,89.975426,89.69827,5.0,4.9668555
APN.JO,-88.11524,89.339035,5.0,5.0264506
BTI.JO,-89.836174,89.40716,5.0,5.0063286
BVT.JO,87.71693,-77.513466,5.0,5.110094
CLS.JO,-89.51423,88.49063,5.0,5.028953
CPI.JO,89.85155,-89.736984,5.0,4.986375
DSY.JO,-89.39226,87.84311,5.0,5.100445
EXX.JO,-89.66307,-81.52728,5.0,5.048063
FSR.JO,-87.09065,-75.53015,5.0,5.1396294
GFI.JO,89.73059,89.15806,5.0,5.1923375
GLN.JO,-88.77328,85.202805,5.0,5.048127
GRT.JO,-80.02926,-54.38796,5.0,5.667686
HAR.JO,89.762474,85.121666,5.0,5.2008634
IMP.JO,89.80508,81.71735,5.0,5.216487
INL.JO,88.50245,54.156685,5.0,5.1426654
INP.JO,88.62826,80.61022,5.0,5.333743
KIO.JO,89.92175,-77.5584,5.0,5.037654
MNP.JO,89.78644,82.706024,5.0,4.871383
MRP.JO,-89.21879,-89.28999,5.0,5.0003633
MTN.JO,-89.664696,-89.2,5.0,5.0106335
NED.JO,88.75261,-88.827835,5.0,5.044598
NPN.JO,89.77135,89.92162,5.0,5.0116906
NRP.JO,88.60954,82.70069,5.0,5.0398297
REM.JO,-79.69139,86.20795,5.0,5.1829395
RLO.JO,-88.86438,86.21691,5.0,5.1771393
SBK.JO,-89.55932,-83.83653,5.0,5.0781603
SHP.JO,-89.6954,87.05646,5.0,5.1189666
SLM.JO,-87.37065,84.35417,5.0,5.0776014
SOL.JO,89.76272,-89.16681,5.0,5.054562
VOD.JO,-89.4692,88.63131,5.0,5.0908937
ABG.JO,-89.34033,-62.117863,5.0,5.0888805
AGL.JO,89.92302,88.09042,5.0,5.038374
AMS.JO,89.975426,89.69827,5.0,4.9668555
APN.JO,-88.11524,89.339035,5.0,5.0264506
BTI.JO,-89.836174,89.40716,5.0,5.0063286
BVT.JO,87.71693,-77.513466,5.0,5.110094
CLS.JO,-89.51423,88.49063,5.0,5.028953
CPI.JO,89.85155,-89.736984,5.0,4.986375
DSY.JO,-89.39226,87.84311,5.0,5.100445
EXX.JO,-89.66307,-81.52728,5.0,5.048063
FSR.JO,-87.09065,-75.53015,5.0,5.1396294
GFI.JO,89.73059,89.15806,5.0,5.1923375
GLN.JO,-88.77328,85.202805,5.0,5.048127
GRT.JO,-80.02926,-54.38796,5.0,5.667686
HAR.JO,89.762474,85.121666,5.0,5.2008634
IMP.JO,89.80508,81.71735,5.0,5.216487
INL.JO,88.50245,54.156685,5.0,5.1426654
INP.JO,88.62826,80.61022,5.0,5.333743
KIO.JO,89.92175,-77.5584,5.0,5.037654
MNP.JO,89.78644,82.706024,5.0,4.871383
MRP.JO,-89.21879,-89.28999,5.0,5.0003633
MTN.JO,-89.664696,-89.2,5.0,5.0106335
NED.JO,88.75261,-88.827835,5.0,5.044598
NPN.JO,89.77135,89.92162,5.0,5.0116906
NRP.JO,88.60954,82.70069,5.0,5.0398297
REM.JO,-79.69139,86.20795,5.0,5.1829395
RLO.JO,-88.86438,86.21691,5.0,5.1771393
SBK.JO,-89.55932,-83.83653,5.0,5.0781603
SHP.JO,-89.6954,87.05646,5.0,5.1189666
SLM.JO,-87.37065,84.35417,5.0,5.0776014
SOL.JO,89.76272,-89.16681,5.0,5.054562
VOD.JO,-89.4692,88.63131,5.0,5.0908937
ABG.JO,-89.34033,-62.117863,5.0,5.0888805
AGL.JO,89.92302,88.09042,5.0,5.038374
AMS.JO,89.975426,89.69827,5.0,4.9668555
APN.JO,-88.11524,89.339035,5.0,5.0264506
BTI.JO,-89.836174,89.40716,5.0,5.0063286
BVT.JO,87.71693,-77.513466,5.0,5.110094
CLS.JO,-89.51423,88.49063,5.0,5.028953
CPI.JO,89.85155,-89.736984,5.0,4.986375
DSY.JO,-89.39226,87.84311,5.0,5.100445
EXX.JO,-89.66307,-81.52728,5.0,5.048063
FSR.JO,-87.09065,-75.53015,5.0,5.1396294
GFI.JO,89.73059,89.15806,5.0,5.1923375
GLN.JO,-88.77328,85.202805,5.0,5.048127
GRT.JO,-80.02926,-54.38796,5.0,5.667686
HAR.JO,89.762474,85.121666,5.0,5.2008634
IMP.JO,89.80508,81.71735,5.0,5.216487
INL.JO,88.50245,54.156685,5.0,5.1426654
INP.JO,88.62826,80.61022,5.0,5.333743
KIO.JO,89.92175,-77.5584,5.0,5.037654
MNP.JO,89.78644,82.706024,5.0,4.871383
MRP.JO,-89.21879,-89.28999,5.0,5.0003633
MTN.JO,-89.664696,-89.2,5.0,5.0106335
NED.JO,88.75261,-88.827835,5.0,5.044598
NPN.JO,89.77135,89.92162,5.0,5.0116906
NRP.JO,88.60954,82.70069,5.0,5.0398297
REM.JO,-79.69139,86.20795,5.0,5.1829395
RLO.JO,-88.86438,86.21691,5.0,5.1771393
SBK.JO,-89.55932,-83.83653,5.0,5.0781603
SHP.JO,-89.6954,87.05646,5.0,5.1189666
SLM.JO,-87.37065,84.35417,5.0,5.0776014
SOL.JO,89.76272,-89.16681,5.0,5.054562
VOD.JO,-89.4692,88.63131,5.0,5.0908937
ABG.JO,-89.64308,-62.117863,5.0,5.0888805
AGL.JO,-89.7659,88.09042,5.0,5.038374
AMS.JO,89.89951,89.69827,5.0,4.9668555
APN.JO,-89.55978,89.339035,5.0,5.0264506
BTI.JO,-89.77415,89.40716,5.0,5.0063286
BVT.JO,-89.383514,-77.513466,5.0,5.110094
CLS.JO,-89.74715,88.49063,5.0,5.028953
CPI.JO,-89.9796,-89.736984,5.0,4.986375
DSY.JO,-89.40427,87.84311,5.0,5.100445
EXX.JO,-89.635414,-81.52728,5.0,5.048063
FSR.JO,-88.91369,-75.53015,5.0,5.1396294
GFI.JO,-89.784874,89.15806,5.0,5.1923375
GLN.JO,-87.90212,85.202805,5.0,5.048127
GRT.JO,-80.36082,-54.38796,5.0,5.667686
HAR.JO,88.6421,85.121666,5.0,5.2008634
IMP.JO,83.04605,81.71735,5.0,5.216487
INL.JO,75.23865,54.156685,5.0,5.1426654
INP.JO,-84.10835,80.61022,5.0,5.333743
KIO.JO,-89.69115,-77.5584,5.0,5.037654
MNP.JO,89.774605,82.706024,5.0,4.871383
MRP.JO,-89.36216,-89.28999,5.0,5.0003633
MTN.JO,-88.912155,-89.2,5.0,5.0106335
NED.JO,-89.2624,-88.827835,5.0,5.044598
NPN.JO,89.988014,89.92162,5.0,5.0116906
NRP.JO,73.609535,82.70069,5.0,5.0398297
REM.JO,-89.445694,86.20795,5.0,5.1829395
RLO.JO,89.08965,86.21691,5.0,5.1771393
SBK.JO,-89.772125,-83.83653,5.0,5.0781603
SHP.JO,-89.40288,87.05646,5.0,5.1189666
SLM.JO,-88.32328,84.35417,5.0,5.0776014
SOL.JO,87.22664,-89.16681,10.0,5.054562
VOD.JO,-89.68708,88.63131,5.0,5.0908937
ABG.JO,-89.64308,-62.117863,5.0,5.0888805
AGL.JO,-89.7659,88.09042,5.0,5.038374
AMS.JO,89.89951,89.69827,5.0,4.9668555
APN.JO,-89.55978,89.339035,5.0,5.0264506
BTI.JO,-89.77415,89.40716,5.0,5.0063286
BVT.JO,-89.383514,-77.513466,5.0,5.110094
CLS.JO,-89.74715,88.49063,5.0,5.028953
CPI.JO,-89.9796,-89.736984,5.0,4.986375
DSY.JO,-89.40427,87.84311,5.0,5.100445
EXX.JO,-89.635414,-81.52728,5.0,5.048063
FSR.JO,-88.91369,-75.53015,5.0,5.1396294
GFI.JO,-89.784874,89.15806,5.0,5.1923375
GLN.JO,-87.90212,85.202805,5.0,5.048127
GRT.JO,-80.36082,-54.38796,5.0,5.667686
HAR.JO,88.6421,85.121666,5.0,5.2008634
IMP.JO,83.04605,81.71735,5.0,5.216487
INL.JO,75.23865,54.156685,5.0,5.1426654
INP.JO,-84.10835,80.61022,5.0,5.333743
KIO.JO,-89.69115,-77.5584,5.0,5.037654
MNP.JO,89.774605,82.706024,5.0,4.871383
MRP.JO,-89.36216,-89.28999,5.0,5.0003633
MTN.JO,-88.912155,-89.2,5.0,5.0106335
NED.JO,-89.2624,-88.827835,5.0,5.044598
NPN.JO,89.988014,89.92162,5.0,5.0116906
NRP.JO,73.609535,82.70069,5.0,5.0398297
REM.JO,-89.445694,86.20795,5.0,5.1829395
RLO.JO,89.08965,86.21691,5.0,5.1771393
SBK.JO,-89.772125,-83.83653,5.0,5.0781603
SHP.JO,-89.40288,87.05646,5.0,5.1189666
SLM.JO,-88.32328,84.35417,5.0,5.0776014
SOL.JO,87.22664,-89.16681,10.0,5.054562
VOD.JO,-89.68708,88.63131,5.0,5.0908937
ABG.JO,-89.64308,-62.117863,5.0,5.0888805
AGL.JO,-89.7659,88.09042,5.0,5.038374
AMS.JO,89.89951,89.69827,5.0,4.9668555
APN.JO,-89.55978,89.339035,5.0,5.0264506
BTI.JO,-89.77415,89.40716,5.0,5.0063286
BVT.JO,-89.383514,-77.513466,5.0,5.110094
CLS.JO,-89.74715,88.49063,5.0,5.028953
CPI.JO,-89.9796,-89.736984,5.0,4.986375
DSY.JO,-89.40427,87.84311,5.0,5.100445
EXX.JO,-89.635414,-81.52728,5.0,5.048063
FSR.JO,-88.91369,-75.53015,5.0,5.1396294
GFI.JO,-89.784874,89.15806,5.0,5.1923375
GLN.JO,-87.90212,85.202805,5.0,5.048127
GRT.JO,-80.36082,-54.38796,5.0,5.667686
HAR.JO,88.6421,85.121666,5.0,5.2008634
IMP.JO,83.04605,81.71735,5.0,5.216487
INL.JO,75.23865,54.156685,5.0,5.1426654
INP.JO,-84.10835,80.61022,5.0,5.333743
KIO.JO,-89.69115,-77.5584,5.0,5.037654
MNP.JO,89.774605,82.706024,5.0,4.871383
MRP.JO,-89.36216,-89.28999,5.0,5.0003633
MTN.JO,-88.912155,-89.2,5.0,5.0106335
NED.JO,-89.2624,-88.827835,5.0,5.044598
NPN.JO,89.988014,89.92162,5.0,5.0116906
NRP.JO,73.609535,82.70069,5.0,5.0398297
REM.JO,-89.445694,86.20795,5.0,5.1829395
RLO.JO,89.08965,86.21691,5.0,5.1771393
SBK.JO,-89.772125,-83.83653,5.0,5.0781603
SHP.JO,-89.40288,87.05646,5.0,5.1189666
SLM.JO,-88.32328,84.35417,5.0,5.0776014
SOL.JO,87.22664,-89.16681,10.0,5.054562
VOD.JO,-89.68708,88.63131,5.0,5.0908937
ABG.JO,-89.64308,-62.117863,5.0,5.0888805
AGL.JO,-89.7659,88.09042,5.0,5.038374
AMS.JO,89.89951,89.69827,5.0,4.9668555
APN.JO,-89.55978,89.339035,5.0,5.0264506
BTI.JO,-89.77415,89.40716,5.0,5.0063286
BVT.JO,-89.383514,-77.513466,5.0,5.110094
CLS.JO,-89.74715,88.49063,5.0,5.028953
CPI.JO,-89.9796,-89.736984,5.0,4.986375
DSY.JO,-89.40427,87.84311,5.0,5.100445
EXX.JO,-89.635414,-81.52728,5.0,5.048063
FSR.JO,-88.91369,-75.53015,5.0,5.1396294
GFI.JO,-89.784874,89.15806,5.0,5.1923375
GLN.JO,-87.90212,85.202805,5.0,5.048127
GRT.JO,-80.36082,-54.38796,5.0,5.667686
HAR.JO,88.6421,85.121666,5.0,5.2008634
IMP.JO,83.04605,81.71735,5.0,5.216487
INL.JO,75.23865,54.156685,5.0,5.1426654
INP.JO,-84.10835,80.61022,5.0,5.333743
KIO.JO,-89.69115,-77.5584,5.0,5.037654
MNP.JO,89.774605,82.706024,5.0,4.871383
MRP.JO,-89.36216,-89.28999,5.0,5.0003633
MTN.JO,-88.912155,-89.2,5.0,5.0106335
NED.JO,-89.2624,-88.827835,5.0,5.044598
NPN.JO,89.988014,89.92162,5.0,5.0116906
NRP.JO,73.609535,82.70069,5.0,5.0398297
REM.JO,-89.445694,86.20795,5.0,5.1829395
RLO.JO,89.08965,86.21691,5.0,5.1771393
SBK.JO,-89.772125,-83.83653,5.0,5.0781603
SHP.JO,-89.40288,87.05646,5.0,5.1189666
SLM.JO,-88.32328,84.35417,5.0,5.0776014
SOL.JO,87.22664,-89.16681,10.0,5.054562
VOD.JO,-89.68708,88.63131,5.0,5.0908937
ABG.JO,-89.64308,-62.117863,5.0,5.0888805
AGL.JO,-89.7659,88.09042,5.0,5.038374
AMS.JO,89.89951,89.69827,5.0,4.9668555
APN.JO,-89.55978,89.339035,5.0,5.0264506
BTI.JO,-89.77415,89.40716,5.0,5.0063286
BVT.JO,-89.383514,-77.513466,5.0,5.110094
CLS.JO,-89.74715,88.49063,5.0,5.028953
CPI.JO,-89.9796,-89.736984,5.0,4.986375
DSY.JO,-89.40427,87.84311,5.0,5.100445
EXX.JO,-89.635414,-81.52728,5.0,5.048063
FSR.JO,-88.91369,-75.53015,5.0,5.1396294
GFI.JO,-89.784874,89.15806,5.0,5.1923375
GLN.JO,-87.90212,85.202805,5.0,5.048127
GRT.JO,-80.36082,-54.38796,5.0,5.667686
HAR.JO,88.6421,85.121666,5.0,5.2008634
IMP.JO,83.04605,81.71735,5.0,5.216487
INL.JO,75.23865,54.156685,5.0,5.1426654
INP.JO,-84.10835,80.61022,5.0,5.333743
KIO.JO,-89.69115,-77.5584,5.0,5.037654
MNP.JO,89.774605,82.706024,5.0,4.871383
MRP.JO,-89.36216,-89.28999,5.0,5.0003633
MTN.JO,-88.912155,-89.2,5.0,5.0106335
NED.JO,-89.2624,-88.827835,5.0,5.044598
NPN.JO,89.988014,89.92162,5.0,5.0116906
NRP.JO,73.609535,82.70069,5.0,5.0398297
REM.JO,-89.445694,86.20795,5.0,5.1829395
RLO.JO,89.08965,86.21691,5.0,5.1771393
SBK.JO,-89.772125,-83.83653,5.0,5.0781603
SHP.JO,-89.40288,87.05646,5.0,5.1189666
SLM.JO,-88.32328,84.35417,5.0,5.0776014
SOL.JO,87.22664,-89.16681,10.0,5.054562
VOD.JO,-89.68708,88.63131,5.0,5.0908937
ABG.JO,89.08762,-62.117863,5.0,5.0888805
AGL.JO,89.63973,88.09042,5.0,5.038374
AMS.JO,-89.90234,89.69827,5.0,4.9668555
APN.JO,-89.37902,89.339035,5.0,5.0264506
BTI.JO,-89.15862,89.40716,5.0,5.0063286
BVT.JO,-88.53765,-77.513466,5.0,5.110094
CLS.JO,-89.76165,88.49063,5.0,5.028953
CPI.JO,-89.72639,-89.736984,5.0,4.986375
DSY.JO,88.94075,87.84311,5.0,5.100445
EXX.JO,89.020195,-81.52728,5.0,5.048063
FSR.JO,86.798676,-75.53015,5.0,5.1396294
GFI.JO,-89.49975,89.15806,5.0,5.1923375
GLN.JO,88.56429,85.202805,5.0,5.048127
GRT.JO,-70.30829,-54.38796,5.0,5.667686
HAR.JO,-89.349464,85.121666,5.0,5.2008634
IMP.JO,-88.504105,81.71735,5.0,5.216487
INL.JO,89.10507,54.156685,5.0,5.1426654
INP.JO,88.97417,80.61022,5.0,5.333743
KIO.JO,-89.71534,-77.5584,5.0,5.037654
MNP.JO,87.82166,82.706024,5.0,4.871383
MRP.JO,-89.53113,-89.28999,5.0,5.0003633
MTN.JO,-88.88465,-89.2,5.0,5.0106335
NED.JO,88.59714,-88.827835,5.0,5.044598
NPN.JO,-89.890015,89.92162,5.0,5.0116906
NRP.JO,88.89185,82.70069,5.0,5.0398297
REM.JO,-87.61319,86.20795,5.0,5.1829395
RLO.JO,-87.37082,86.21691,5.0,5.1771393
SBK.JO,83.580215,-83.83653,5.0,5.0781603
SHP.JO,-88.49963,87.05646,5.0,5.1189666
SLM.JO,82.19119,84.35417,5.0,5.0776014
SOL.JO,87.22664,-89.16681,10.0,5.054562
VOD.JO,-74.86799,88.63131,5.0,5.0908937
ABG.JO,89.08762,-62.117863,5.0,5.0888805
AGL.JO,89.63973,88.09042,5.0,5.038374
AMS.JO,-89.90234,89.69827,5.0,4.9668555
APN.JO,-89.37902,89.339035,5.0,5.0264506
BTI.JO,-89.15862,89.40716,5.0,5.0063286
BVT.JO,-88.53765,-77.513466,5.0,5.110094
CLS.JO,-89.76165,88.49063,5.0,5.028953
CPI.JO,-89.72639,-89.736984,5.0,4.986375
DSY.JO,88.94075,87.84311,5.0,5.100445
EXX.JO,89.020195,-81.52728,5.0,5.048063
FSR.JO,86.798676,-75.53015,5.0,5.1396294
GFI.JO,-89.49975,89.15806,5.0,5.1923375
GLN.JO,88.56429,85.202805,5.0,5.048127
GRT.JO,-70.30829,-54.38796,5.0,5.667686
HAR.JO,-89.349464,85.121666,5.0,5.2008634
IMP.JO,-88.504105,81.71735,5.0,5.216487
INL.JO,89.10507,54.156685,5.0,5.1426654
INP.JO,88.97417,80.61022,5.0,5.333743
KIO.JO,-89.71534,-77.5584,5.0,5.037654
MNP.JO,87.82166,82.706024,5.0,4.871383
MRP.JO,-89.53113,-89.28999,5.0,5.0003633
MTN.JO,-88.88465,-89.2,5.0,5.0106335
NED.JO,88.59714,-88.827835,5.0,5.044598
NPN.JO,-89.890015,89.92162,5.0,5.0116906
NRP.JO,88.89185,82.70069,5.0,5.0398297
REM.JO,-87.61319,86.20795,5.0,5.1829395
RLO.JO,-87.37082,86.21691,5.0,5.1771393
SBK.JO,83.580215,-83.83653,5.0,5.0781603
SHP.JO,-88.49963,87.05646,5.0,5.1189666
SLM.JO,82.19119,84.35417,5.0,5.0776014
SOL.JO,87.22664,-89.16681,10.0,5.054562
VOD.JO,-74.86799,88.63131,5.0,5.0908937
ABG.JO,89.08762,-62.117863,5.0,5.0888805
AGL.JO,89.63973,88.09042,5.0,5.038374
AMS.JO,-89.90234,89.69827,5.0,4.9668555
APN.JO,-89.37902,89.339035,5.0,5.0264506
BTI.JO,-89.15862,89.40716,5.0,5.0063286
BVT.JO,-88.53765,-77.513466,5.0,5.110094
CLS.JO,-89.76165,88.49063,5.0,5.028953
CPI.JO,-89.72639,-89.736984,5.0,4.986375
DSY.JO,88.94075,87.84311,5.0,5.100445
EXX.JO,89.020195,-81.52728,5.0,5.048063
FSR.JO,86.798676,-75.53015,5.0,5.1396294
GFI.JO,-89.49975,89.15806,5.0,5.1923375
